1.781893,1
3.076633,2
4.122355,1
4.99462,2
5.957805,1
7.008029,2
7.995866,1
8.78806,3
9.584664,1
10.58809,2
11.57325,4
12.5976,1
13.5693,1
14.47612,2
15.54218,1
16.57689,2
19.40148,5
20.55509,3
21.52391,1
22.46583,2
23.45687,2
24.38191,1
25.39192,2
26.53408,2
27.45877,1
28.3544,2
29.42408,2
30.3052,1
31.32459,1
32.25507,2
33.18056,1
34.0647,3
35.07751,1
36.02539,4
37.13055,2
38.09668,5
39.10378,1
46.83012,2
47.85631,1
48.87422,2
50.78519,1
51.81564,3
52.91386,2
54.61356,1
55.68103,1
56.7083,2
57.57137,4
58.83558,1
59.86072,2
60.9751,2
62.4852,1
63.40932,1
64.54051,1
65.56472,2
66.56899,1
67.47572,2
68.46758,1
69.54017,3
70.43526,2
71.39176,5
72.33665,1
73.38031,4
74.38503,2
75.27512,3
76.24761,1
77.65612,2
78.60734,1
79.62024,2
80.51704,4
81.51772,1
82.46545,5
83.5898,2
84.56397,1
85.50705,3
86.53446,1
87.59704,4
88.62438,2
89.6416,1
90.52022,2
91.24988,1
92.2554,2
93.34967,2
94.22942,1
95.25621,2
96.22827,1
97.30468,2
98.39687,1
99.26844,2
100.2669,1
101.3419,3
102.3539,1
103.3487,5
104.3678,2
105.0875,4
105.9586,3
106.7772,5
107.8257,4
109.1349,3
110.0386,1
111.1905,2
112.3228,1
113.2186,2
114.1728,1
115.1613,2
116.2692,1
117.3602,2
118.5551,3
119.5765,1
120.5501,4
121.5856,2
122.4506,1
123.5462,1
124.5939,1
125.5017,5
126.4376,2
127.318,1
128.4297,1
129.6295,2
134.8382,4
137.0918,3
139.2821,5
140.5249,2
141.4769,1
142.531,2
143.3903,1
144.4336,1
145.3356,2
146.3991,1
147.3513,1
148.3968,2
149.3924,4
150.3368,1
151.3163,2
152.206,1
153.0757,3
154.1099,1
154.7753,5
155.6896,2
156.603,1
157.4103,4
157.8413,2
158.967,1
160.0668,3
161.0273,1
162.1546,2
163.2054,1
164.2968,1
165.0696,5
165.8811,2
166.549,3
167.1441,1
168.1853,4
168.9789,2
169.971,3
170.901,1
171.7957,5
172.6242,2
173.4597,4
174.2579,1
175.2218,3
176.1807,1
177.013,5
178.0095,2
178.9852,1
180.0139,3
180.8391,1
181.8569,4
182.8588,2
184.0543,1
185.268,3
186.2814,1
187.4201,2
188.2916,1
189.1369,4
190.164,2
191.1752,5
192.2461,1
193.2223,2
194.2779,1
195.3344,2
196.2856,1
197.2851,2
198.1748,1
199.158,2
200.2198,1
201.0032,4
202.0204,2
203.279,1
204.2908,2
205.3738,1
206.4158,2
207.3658,1
208.4569,2
209.448,1
210.3923,2
211.4082,5
212.3096,1
213.305,3
214.4727,1
215.4972,2
216.6222,1
217.6512,5
218.2843,1
218.9449,2
219.7126,1
220.6343,2
221.379,4
222.1979,1
223.3333,3
224.3143,2
225.1057,5
226.0589,1
226.9654,4
227.9558,2
228.8165,1
229.6965,3
230.707,1
231.5594,5
232.3499,2
233.3457,1
